commodity,year,num_ships,num_cargo_items,top_origin,top_destination
sills,1874,1,1,Richmond,Liverpool
skewers,1885,3,3,New York,London
skewers,1887,3,3,New York,London
skewers,1888,1,1,New York,Liverpool
skewers,1891,1,1,New York,Bristol
skillets,1885,3,3,Quebec,Liverpool
skillets and splints,1885,1,1,Quebec,Deptford
skirting,1875,1,1,Gothenburg,London
skirtings,1875,1,1,New York,Liverpool
skirtings,1883,1,1,Fredrikstad,Bristol
skirtings,1885,2,2,Fredrikstad,Bristol
skirtings,1887,3,3,GÃ¤vle,London
skirtings,1889,1,1,Halden,Bristol
skirtings,1891,1,1,Halden,London
skirtings,1893,2,2,Drammen,Fleetwood
sks,1889,1,1,Göteborg,Dundee
sl deals,1899,1,1,Pensacola,
slab,1887,1,1,Kronstadt,Tyne
slab firewood,1887,1,1,TimrÃ¥,Boston
slabs,1875,1,1,Belize,London
slabs,1883,3,4,Belize,London
slabs,1887,2,2,Kronstadt,Greenock
slabs,1889,2,2,Kronstadt,Tyne
slabs,1893,1,1,Belize,London
slabs,1899,2,2,Gothenbarg,Lynn
slabs and edgings,1899,4,4,Risor,Boston
slabwood,1889,1,1,Skelleftea,Poole
slate,1881,1,1,Fredrikstad,Exeter
slate,1885,7,7,Gothenburg,Exeter
slate,1887,1,1,Gothenburg,Bristol
slate battens,1881,1,1,Harnosand,Dover
slate battens,1893,1,1,Kemi,Poole
slate laths,1891,1,1,Gothenburg,Cowes
slates,1877,1,1,Hudikswall,
slating,1887,2,2,Fredrikstad,London
slating,1889,2,2,Finnklippan,London
slating,1891,4,4,Hommelvik,London
slating,1892,1,1,Drammen,Bristol
slating,1893,2,2,Husum,London
slating,1895,1,1,Lulea,Liverpool
slating,1899,1,1,Nederkalix,Grimsby
slating battens,1887,4,4,Skonvik,London
slating battens,1889,8,8,Drammen,London
slating battens,1891,2,2,Nederkalix,Bristol
slating battens,1893,3,3,Domsjo,TOWER DOCK
slating battens,1895,4,4,Salsaker,Grimsby
slating battens,1897,2,2,Gothenburg,Bristol
slating battens,1899,5,5,Risor,Grimsby
slating bdls,1889,1,1,Stockholm,London
slating boards,1877,1,1,Fredrikstad,
slating laths,1874,1,1,Harnosand,London
slating laths,1877,1,1,Kalmar,
slating laths,1885,2,2,Fredrikstad,London
slating laths,1887,2,2,Fredrikstad,Liverpool
slating laths,1889,2,2,Fredrikstad,Liverpool
slating laths,1891,1,1,Fredrikstad,Bristol
slating laths,1893,1,1,Fredrikstad,Liverpool
slating laths,1895,1,1,Skien,
slatings,1893,1,1,Helsingfors,Grimsby
slatings,1897,1,1,Gothenburg,London
slatings,1899,2,2,Skelleftea,Grimsby
slatings and edgings,1895,1,1,Fredrikstad,Liverpool
sle pers and props,1875,1,1,Katka,
slee,1883,1,1,Riga,CREDITORS FULLY SECURED
sleep,1889,1,1,Riga,Dundee
sleeper blocks,1875,1,1,Ventspils,London
sleeper blocks,1881,1,1,Riga,Liverpool
sleeper blocks,1883,1,1,Klaipeda,Tyne
sleeper blocks,1887,3,3,Konigsberg,Dundee
sleeper blocks,1889,1,1,Riga,Newport
sleeper blocks,1893,4,4,Riga,Greenock
sleeper blocks,1895,9,9,Klaipeda,Grimsby
sleeper blocks,1896,1,1,Riga,Grimsby
sleeper blocks,1897,5,5,Reval,Grimsby
sleeper blocks,1898,1,1,Klaipeda,Grimsby
sleeper blocks,1899,12,12,Klaipeda,Dundee
sleeper blocks and,1899,1,1,Klaipeda,M. S. RENNIE & CO
sleeper blocks and sleepers,1895,1,1,Riga,Liverpool
sleepers,1874,74,82,Riga,London
sleepers,1875,99,116,Riga,London
sleepers,1877,153,188,Riga,Dundee
sleepers,1878,1,1,Danzig,Bristol
sleepers,1879,1,1,Riga,Lynn
sleepers,1880,1,1,Gothenburg,Lynn
sleepers,1881,182,188,Riga,London
sleepers,1882,4,4,Danzig,London
sleepers,1883,210,218,Riga,London
sleepers,1884,9,9,Danzig,London
sleepers,1885,172,190,Riga,London
sleepers,1887,143,149,Riga,Grimsby
sleepers,1889,244,267,Riga,Grimsby
sleepers,1890,20,22,Klaipeda,Boston
sleepers,1891,115,122,Konigsberg,Grimsby
sleepers,1892,13,13,Klaipeda,Tyne
sleepers,1893,89,100,Gothenburg,Tyne
sleepers,1895,88,89,Riga,Grimsby
sleepers,1896,2,2,Riga,Grimsby
sleepers,1897,32,37,Gothenburg,Grimsby
sleepers,1898,7,8,Riga,Grimsby
sleepers,1899,57,59,Gothenburg,Grimsby
sleepers and,1877,1,1,Quebec,Dundee
sleepers and,1899,1,1,Ventspils,Liverpool
sleepers and blocks,1895,1,1,Danzig,Grimsby
sleepers and blocks,1899,1,1,Konigsberg,Dundee
sleepers and half-sleepers,1877,1,2,Riga,Dundee
sleepers and lathwood,1895,1,1,Riga,Stockton
sleepers and pitwood,1877,1,1,Rangoon,
sleepers and rails,1893,1,1,Gothenburg,Grimsby
sleepers and rails,1899,1,1,Gothenburg,Newport
sleepers and sleepers,1895,1,1,St. Petersburg,Irvine
sleepers fir,1893,1,1,Riga,Greenock
sleepers r,1895,1,1,Riga,Grimsby
small,1874,1,1,Skelleftea,Bristol
small,1875,1,1,New Orleans,Bristol
small,1881,2,2,Musquodoboit,Newport
small,1883,3,3,Porsgrund,Tyne
small,1887,1,1,Newport News,Liverpool
small,1893,1,1,Christiania,Liverpool
small and,1883,1,1,Ranea,Fowey
small boards,1883,1,1,Fredrikstad,London
small red fir,1885,1,1,Klaipeda,Grimsby
small red fir ends,1885,1,1,Klaipeda,Grimsby
small timber,1874,1,1,Wyborg,Bristol
small timber,1875,2,2,Lulea,Bristol
small timber,1877,1,1,Riga,Dundee
small timber ends,1881,1,1,Klaipeda,Tyne
smaller,1889,1,1,Christiania,Liverpool
snakewood,1875,1,1,Amsterdam,London
snaths,1885,1,1,New York,Bristol
snaths,1887,4,4,New York,Bristol
son,1874,1,1,Pensacola,London
soon,1875,1,1,Rangoon,Liverpool
span,1893,1,1,Sundswall,Liverpool
sparr,1881,1,1,Kronstadt,Bristol
spars,1874,14,15,Christiania,Liverpool
spars,1875,38,41,Christiania,Bristol
spars,1876,1,1,Santa Ana,Grimsby
spars,1877,43,44,Sundswall,Dundee
spars,1878,2,2,Yallahs,
spars,1879,1,1,Arkhangelsk,Poole
spars,1880,1,1,Quebec,
spars,1881,102,103,Christiania,Grimsby
spars,1882,1,1,Christiania,Stockton
spars,1883,118,118,Christiania,Liverpool
spars,1884,4,4,Drammen,London
spars,1885,100,100,Sundswall,Grimsby
spars,1886,2,2,St. John,Bristol
spars,1887,71,72,Christiania,Tyne
spars,1889,66,66,Christiania,Grimsby
spars,1890,3,3,Brevig,Boston
spars,1891,39,39,Christiania,Grimsby
spars,1892,1,1,Christiania,Tyne
spars,1893,18,18,Christiania,Tyne
spars,1895,22,22,Brevig,Inverness
spars,1897,10,10,Christiania,Dundee
spars,1898,1,1,Gothenburg,Inverness
spars,1899,15,15,Brevig,Grimsby
spars and deals,1887,1,1,Lulea,London
spars and oars,1893,2,2,Brevig,Grimsby
spars and poles,1875,1,1,Gothenburg,
spars and poles,1897,1,1,Gothenburg,Grimsby
spars and poles,1899,1,1,Christiania,Lynn
spars and rickers,1891,1,1,Riga,Wick
spikewood,1875,1,1,Norrkoping,London
spirs,1897,1,1,Christiania,Liverpool (Coburg Dock)
splints,1874,1,1,Quebec,Liverpool
splints,1877,1,1,Trieste,Dundee
splints,1881,1,1,Boston,London
splints,1885,18,18,Quebec,Liverpool
splints,1887,9,9,Portland,Liverpool
splints,1888,1,1,St. John,London
splints,1889,8,8,Portland,London
splints,1890,1,1,Halifax,London (Tilbury Docks)
splints,1891,5,5,Quebec,Liverpool
splints,1892,1,1,"Portland, M.",Liverpool
splints,1893,7,7,Quebec,Liverpool
splints,1895,3,3,Halifax,London
splints,1897,5,5,Portland,Liverpool
splints,1899,2,2,"Portland, Me.",Liverpool
splints collard,1891,1,1,Portland,Liverpool
splints j,1891,1,1,Portland,Liverpool
split,1881,2,2,Brevig,Stockton
split,1883,1,1,New York,Dundee
split,1893,1,1,Newport News,Liverpool
split and,1883,1,1,Bjorneborg,Dundee
split and firewood,1883,1,1,Bjorneborg,Dundee
split fir,1881,2,2,Riga,WOODBRIDGE
split fir,1883,1,1,Christiania,Tyne
split fir,1885,2,2,Kronstadt,Poole
split fir,1887,1,1,Gothenburg,Grimsby
split fir,1889,1,1,Kronstadt,Dundee
split fir,1893,5,5,Onen,Tyne
split fir,1895,5,5,Riga,Poole
split fir,1899,1,1,Rafso,Lynn
split fir lathwood,1893,2,2,Noya,Bristol
split firewood,1899,1,1,Kramfors,Lynn
split hoops,1888,1,1,Dordt,London
split hoops,1897,2,2,Bordeaux,Montrose
split hoops,1898,1,1,Rotterdam,Tyne
split lath,1895,1,1,Riga,Fleetwood
split lathwood,1881,1,1,Kronstadt,Poole
split lathwood,1884,2,2,Riga,Poole
split lathwood,1885,1,1,Riga,Dundee
split lathwood,1893,3,3,Riga,Tyne
split lathwood,1895,5,5,Riga,Tyne
split lathwood,1898,1,1,Riga,Tyne
split lathwood,1899,2,2,Riga,Stockton
split pitwood,1897,1,1,Gothenburg,Bristol
split wood,1875,1,1,Namsos,Greenock
split wood,1881,4,4,Rotterdam,Truro
split wood,1891,5,5,St. Nazaire,London
split wood,1893,1,1,Rotterdam,Grimsby
split wood n,1885,1,1,Riga,Greenock
split wood unrated,1891,1,1,Riga,Cork
splithlathwood,1896,1,1,Riga,Greenock
splits,1883,5,5,Gothenburg,Stockton
splits,1885,3,3,Gothenburg,Stockton
splits,1889,4,4,Gothenburg,Newport
splits,1893,12,12,Gothenburg,Tyne
splits,1895,4,4,Gothenburg,Grimsby
splits,1897,3,3,Gothenburg,Tyne
splits,1898,1,1,Gothenburg,Tyne
splits,1899,3,3,Gothenburg,Tyne
splitwood,1881,4,4,Riga,London
splitwood,1883,2,2,Gdańsk,London
splitwood,1884,1,1,Trondheim,London
splitwood,1885,3,3,Fredrikstad,London
splitwood,1889,2,2,Laurvig,Liverpool
spokes,1874,2,2,Philadelphia,Liverpool
spokes,1875,1,1,New York,Liverpool
spokes,1878,1,1,New York,Bristol
spokes,1881,2,2,New York,London
spokes,1883,3,3,New York,Liverpool
spokes,1885,46,46,New York,Liverpool
spokes,1886,4,4,New York,Liverpool
spokes,1887,31,31,New York,Liverpool
spokes,1888,2,2,Philadelphia,Liverpool
spokes,1889,23,23,New York,Liverpool
spokes,1891,7,7,New York,Grimsby
spokes,1892,2,2,Norfolk,Liverpool
spokes,1895,1,1,Philadelphia,Liverpool (Coburg Dock)
spokes,1897,1,1,Liepāja,Bristol
spokes,1899,3,3,New York,London
spokes and bungs,1885,1,1,New York,Bristol
spokes and handles,1887,1,1,New York,Liverpool
spokes and hubs,1885,1,1,New York,London
spokes and hubs,1886,1,1,New York,Bristol
spokes and hubs,1887,1,1,New York,Liverpool
spokes and hubs,1889,1,1,New York,Liverpool
spokes and hubs,1891,2,2,New York,London (Tilbury Docks)
spokes and hubs,1895,1,1,New York,Liverpool
spokes and hubs,1897,2,2,New York,Liverpool
spokes and rims,1887,1,1,New York,Liverpool
spokes and rims,1897,1,1,New York,Liverpool
spool,1881,1,1,Matane,Borrowstounness
spool,1883,1,1,Portland,Dundee
spool,1895,1,1,Matane,Troon
spool bars,1883,2,2,Portland,Borrowstounness
spool blocks,1883,1,2,Halifax,Dundee
spool boards,1883,1,1,New York,Dundee
spool wood,1895,1,1,"Portland, Me",Greenock
spool wood,1897,1,1,St. John,Borrowstounness
spoolbars,1889,1,1,Christiania,Greenock
spools,1883,4,4,Portland,Dundee
spools,1887,4,4,Montreal,Liverpool
spools,1888,2,2,Portland,Liverpool
spools,1889,6,6,Halifax and Philadelphia,Dundee
spools,1890,1,1,Halifax and Philadelphia,Dundee
spoolwood,1883,13,13,Portland,Dundee
spoolwood,1885,7,7,Saguenay,Dundee
spoolwood,1887,7,7,Matane,Greenock
spoolwood,1889,3,3,Escoumains,Greenock
spoolwood,1891,7,7,Matane,Grimsby
spoolwood,1893,2,2,Murray Bay,Troon
spoolwood,1895,2,2,Portland,Irvine
spoolwood,1899,1,1,St. John,Borrowstounness
spruce,1874,6,6,Quebec,Greenock
spruce,1875,18,20,Quebec,Greenock
spruce,1877,16,24,Quebec,Liverpool
spruce,1881,17,21,Quebec,Greenock
spruce,1883,53,73,Quebec,Greenock
spruce,1884,3,6,Dalhousie,Liverpool
spruce,1885,45,60,Quebec,London
spruce,1886,1,2,St. John,Bristol
spruce,1887,58,77,Quebec,Liverpool
spruce,1889,101,139,Quebec,Liverpool
spruce,1890,2,4,Forresborough,Lynn
spruce,1891,28,40,Quebec,Liverpool
spruce,1892,2,2,"Pictou, N.B.",Liverpool
spruce,1893,34,47,Quebec,Liverpool
spruce,1895,13,16,St. John,Liverpool
spruce,1897,2,2,"Halifax, N.B.",Liverpool (Coburg Dock)
spruce,1899,14,18,Metis,London
spruce and,1899,1,1,Montreal,Liverpool
spruce and ends,1899,1,1,Quebec,Greenock
spruce and ends deals,1899,1,1,Halifax,NELSON DOCK
spruce and fir,1893,1,1,St. John,Cork
spruce battens,1891,1,1,Narva,Dundee
spruce battens,1899,1,1,Kronstadt,Dundee
spruce boards,1881,1,1,"Joggins, N.S.",Greenock
spruce boards,1883,1,1,"Joggins, N.S.",Montrose
spruce boards,1899,2,2,Halifax,Lynn
spruce deal ends,1877,3,3,Quebec,Borrowstounness
spruce deal ends,1883,1,1,Quebec,Greenock
spruce deal ends,1885,1,1,Quebec,London
spruce deal ends,1887,1,1,Parrsboro,Liverpool
spruce deal ends,1893,1,1,Quebec,Bristol
spruce dealends,1877,1,1,Miramichi,
spruce deals,1874,3,3,Quebec,London
spruce deals,1875,2,2,Miramichi,Greenock
spruce deals,1876,1,1,Quebec,Greenock
spruce deals,1877,17,17,Quebec,Borrowstounness
spruce deals,1883,6,6,Quebec,Tyne
spruce deals,1885,2,2,Charlottetown,Troon
spruce deals,1887,1,1,Quebec,Liverpool
spruce deals,1889,4,4,Pictou,London
spruce deals,1891,4,4,Matane,Troon
spruce deals,1893,9,9,Quebec,Bristol
spruce deals,1895,3,3,St. John,Newry
spruce deals,1897,1,1,Baie Verte,Bristol
spruce deals,1899,12,12,Quebec,Tyne
spruce deals and battens,1877,1,1,Sackville,Dundee
spruce deals and battens,1893,1,1,St. John,Dublin
spruce deals and ends,1893,1,1,"Newcastle, N.B.",Poole
spruce deals and ends,1895,2,2,St. John,Tyne
spruce deals and scantlings,1877,1,1,Richibouctou,Dundee
spruce ends,1877,1,1,Annapolis,Borrowstounness
spruce ends,1881,1,1,Quebec,Greenock
spruce ends,1889,1,1,Quebec,Liverpool
spruce ends,1893,2,2,Quebec,Greenock
spruce ends,1895,1,1,"Herring Cove, N.S.",Hull (Union Dock)
spruce fir deals,1881,1,1,Quebec,Tyne
spruce palings,1877,2,2,Halix,Greenock
spruce picket,1883,1,1,Guysborough,Dundee
spruce pine,1881,1,1,Quebec,Newport
spruce planks,1877,1,1,Annapolis,Borrowstounness
spruce scantling,1891,1,1,St. John,Liverpool
spruce scantling,1895,1,1,Pugwash,Newry
spruce scantlings,1881,1,1,Shediac,Berwick
spruce scantlings,1885,1,1,"New Richmond, N.B.",
spruce scantlings,1899,1,1,Richmond,Bristol
spruce slabs,1875,1,1,Gothenburg,London
spruce spars,1875,1,1,Sundswall,Greenock
spruce staves,1893,1,1,Hommelvik,Greenock
spruce timber,1875,2,2,Miramichi,Greenock
spruce timber,1877,1,1,Quebec,Greenock
spruce timber,1883,1,1,"Dalhousie, N.B.",Tyne
spruce timber,1891,2,2,Fredrikstad,
spuce,1891,1,1,St. John,Liverpool
spurs,1891,1,1,Gothenburg,Tyne
sqr,1877,3,3,Soderhamn,Dundee
sqr,1899,1,1,Brevig,Hull (Queen's Dock)
squar pine,1893,1,1,Quebec,Greenock
square and,1877,1,1,Brevig,Dundee
square and,1889,1,1,Quebec,Liverpool
square and,1893,1,1,Quebec,Liverpool
square birch,1875,1,1,Quebec,Greenock
square birch,1889,1,1,Halmstad,Tyne
square blocks,1881,1,1,Riga,London
square deal ends,1877,1,1,Riga,Dundee
square fir,1881,1,1,Stettin,Dundee
square fir,1883,4,4,Kragero,Grimsby
square fir,1889,2,2,Brevig,Grimsby
square fir,1893,1,1,Klaipeda,Liverpool
square fir,1895,1,1,Drobak,Grimsby
square fir timber,1877,3,3,Soderhamn,Dundee
square fir timber,1881,2,2,Arendal,Grimsby
square fir timber,1885,1,1,Brevig,Grimsby
square fir timber,1889,1,1,Stettin,Grimsby
square fir timber,1891,1,1,Klaipeda,London (Tilbury Docks)
square fir timber,1893,5,5,Drobak,Grimsby
square firwood,1881,1,1,Sundswall,Montrose
square hewn fir,1883,1,1,Skien,Grimsby
square hewn fir,1885,1,1,Sundswall,Sligo
square hewn pitch pine,1891,1,1,Pensacola,Liverpool
square hewn pitch pine timber,1877,1,1,Pensacola,Greenock
square hewn pitch pine timber,1889,1,1,Pensacola,Greenock
square hewn timber,1884,1,1,Sundswall,Bristol
square hickory,1893,1,1,Quebec,Liverpool
square maple,1887,1,1,Quebec,Greenock
square mining,1889,1,1,Arendal,Grimsby
square mining timber,1881,5,5,Arendal,Grimsby
square mining timber,1889,1,1,Christiansand,Grimsby
square oak,1877,1,1,Danzig,
square oak,1881,1,1,Stettin,Dundee
square oak,1885,2,2,Quebec,Liverpool
square oak timber,1887,1,1,Stettin,Grimsby
square oak timber and,1877,1,1,Arendal,Dundee
square pine,1875,2,2,Quebec,Greenock
square pine,1877,1,1,Quebec,Dundee
square pine,1881,5,5,Quebec,Greenock
square pine,1883,2,2,Quebec,Greenock
square pine,1885,5,5,Quebec,Liverpool
square pine,1887,1,1,Quebec,Liverpool
square pine,1889,4,4,Quebec,Greenock
square pine,1891,2,2,Quebec,Greenock
square pine,1893,4,4,Quebec,Greenock
square pine,1895,1,1,Quebec,Liverpool
square redwood sleeper blocks,1885,1,1,Riga,Troon
square sleeper blocks,1881,1,1,Riga,Dundee
square sleepers,1874,1,1,Sundswall,Bristol
square sleepers,1875,5,6,Soderhamn,Bristol
square sleepers,1877,1,1,Riga,Dundee
square sleepers,1891,1,1,Riga,Liverpool
square sleepers and,1877,1,1,Arendal,Dundee
square sleepers blocks,1889,1,1,Riga,Newport
square sleepers hewn,1881,1,1,Riga,Newport
square teak,1881,2,2,Rangoon,Greenock
square teak timber,1877,1,1,Mauritius,Greenock
square timber,1875,11,11,Holmestrand,Bristol
square timber,1877,23,27,Laurvig,Dundee
square timber,1881,39,39,Brevig,Grimsby
square timber,1883,18,18,Porsgrund,Grimsby
square timber,1884,1,1,Porsgrund,Grimsby
square timber,1885,17,17,Skelleftea,Grimsby
square timber,1887,5,5,Porsgrund,Tyne
square timber,1888,2,2,Porsgrund,Grimsby
square timber,1889,81,82,Brevig,Grimsby
square timber,1890,1,1,Konigsberg,Tyne
square timber,1891,29,29,Porsgrund,Grimsby
square timber,1892,1,1,Kragero,Grimsby
square timber,1893,2,2,Brevig,Grimsby
square timber,1895,4,4,Umea,Grimsby
square timber,1899,1,1,Sundswall,Poole
square timber and,1877,2,2,Sundswall,Dundee
square timber poles and pit props,1877,1,1,Riga,Dundee
square w,1885,1,1,Quebec,Liverpool
square w,1889,3,3,Quebec,Liverpool
square waney pine,1883,1,1,Quebec,Greenock
square white pine,1874,1,1,Quebec,Greenock
square white pine,1875,13,14,Quebec,Greenock
square white pine,1877,11,11,Quebec,Liverpool
square white pine,1881,5,6,Quebec,Greenock
square white pine,1883,19,20,Quebec,Greenock
square white pine,1884,1,1,Quebec,Tyne
square white pine,1885,11,11,Quebec,Greenock
square white pine,1887,4,4,Quebec,Greenock
square white pine,1889,12,12,Quebec,Greenock
square white pine,1891,1,1,Quebec,Greenock
square white pine,1895,1,1,Quebec,Greenock
square white pine timber,1889,1,1,Quebec,Greenock
square white pine timber,1891,1,1,Quebec,Bristol
square yellow pine,1885,1,1,Quebec,Greenock
squared,1883,1,1,New York,Bristol
squares,1874,1,1,Le Havre,London
squares,1877,7,7,Rangoon,Greenock
squares,1881,6,6,Rangoon,London
squares,1883,10,11,Moulmein,London
squares,1884,1,1,Rangoon,Liverpool
squares,1885,1,1,Riga,Dublin
squares,1887,1,1,Newport News,London
squares,1889,3,3,Moulmein,Greenock
squares,1891,6,6,Rangoon,London
squares,1892,1,1,Riga,Grimsby
squares,1893,5,5,Rangoon,London
squares,1895,10,10,Helsingfors,Hull (Queen's Dock)
squares,1897,1,1,Helsingfors,Bristol
squares,1899,1,1,Danzig,Lynn
stadt,1875,1,1,Axmar,
stage,1885,1,1,Danzig,Newport
stage,1891,1,1,Danzig,Poole
stage deals,1899,1,1,Danzig,Milford
standard,1875,4,5,Drammen,Bristol
standard,1877,2,3,Fredrikstad,Dundee
standard,1883,1,1,Quebec,Greenock
standard staves,1875,1,1,Quebec,Greenock
staves,1874,135,146,Quebec,London
staves,1875,186,224,New York,Liverpool
staves,1876,4,5,Quebec,Grimsby
staves,1877,206,230,Quebec,Dundee
staves,1878,5,7,Helsingfors,Bristol
staves,1879,177,177,Klaipeda,London
staves,1880,4,4,Quebec,Liverpool
staves,1881,540,545,New York,Liverpool
staves,1882,8,9,Laurvig,London
staves,1883,851,860,New York,Liverpool
staves,1884,53,53,New York,Liverpool
staves,1885,693,700,New York,Liverpool
staves,1886,27,27,New Orleans,Liverpool
staves,1887,596,600,New York,Liverpool
staves,1888,25,27,New York,Liverpool
staves,1889,618,621,New York,Liverpool
staves,1890,33,35,New York,Boston
staves,1891,388,394,New York,Liverpool
staves,1892,37,37,New York,Liverpool
staves,1893,248,253,New York,Liverpool
staves,1895,117,117,Boston,Liverpool
staves,1896,6,6,New York,Liverpool
staves,1897,62,62,New York,Liverpool
staves,1898,15,16,New York,London (Tilbury Docks)
staves,1899,57,58,New Orleans,Liverpool
staves and,1883,1,1,New York,Dundee
staves and,1899,1,1,Trondheim,Dundee
staves and bottoms,1893,1,1,Rotterdam,Dundee
staves and bottoms,1897,2,2,Rotterdam,Dundee
staves and deal ends,1893,1,1,Arkhangelsk,London (Tilbury Docks)
staves and deal ends,1895,1,1,Riga,Bristol
staves and flooring,1883,1,1,Baltic,Liverpool
staves and headings,1875,1,1,Gothenburg,Bristol
staves and headings,1895,2,2,Hommelvik,Irvine
staves and heads,1887,1,1,Rotterdam,London (Tilbury Docks)
staves and heads,1891,1,1,Rotterdam,Poole
staves and heads,1897,1,1,Rotterdam,Borrowstounness
staves and lings,1895,1,1,Kotka,Bristol
staves per steam,1877,1,1,Falkenberg,Bristol
staves per steamers from new york,1877,1,1,Namsos,Dundee
stays,1895,4,4,Gothenburg,Grimsby
stays,1896,1,1,Gothenburg,Grimsby
stds,1881,1,1,Montreal,Liverpool
stds,1883,4,4,Quebec,Liverpool
stds,1886,1,1,Boston,Liverpool
stds,1889,1,1,Gothenburg,Poole
stds,1891,1,1,St. Petersburg,London
stds,1893,4,4,Nyhamn,Newport
stds,1899,5,5,Ship Island,Liverpool
steppings,1887,1,1,Apalachicola,Liverpool
stettin hewn white fir,1891,1,1,Stettin,Grimsby
stewart,1875,1,1,Fredrikstad,Greenock
sticks,1874,6,6,St,London
sticks,1875,6,6,Boston,London
sticks,1877,3,3,Fernandina,Dundee
sticks,1881,6,6,Mobile,Liverpool
sticks,1883,4,4,Boston,Liverpool
sticks,1885,1,1,Gothenburg,Grimsby
sticks,1889,1,1,Karlshamn,Dundee
sticks,1891,2,2,Hamburg,Bristol
stocks,1874,1,1,Jamaica,London
store wood,1881,2,2,St. John's,Dundee
stowage,1885,1,1,Mobile,London
stowage,1891,1,1,Ship Island,Liverpool
stowage timber,1885,1,1,Mobile,Liverpool
strips,1883,1,1,New York,London
strips,1885,2,2,Riga,London
strips,1887,2,2,Baltimore,Liverpool
strips,1888,1,1,Riga,London
strips,1889,3,3,New York,Liverpool
strips,1893,1,1,Klaipeda,London
studding timber,1889,1,1,Montreal,Liverpool
stvs,1877,2,2,Richibouctou,
sweetwood,1885,1,1,Trieste,London
switch,1885,1,1,New York,Dundee
sycamore,1875,1,1,Hamburg,London
sycamore,1885,4,5,Quebec,Greenock
sycamore,1887,1,1,Konigsberg,Grimsby
sycamore,1889,1,1,Quebec,Borrowstounness
sycamore lumber,1889,1,1,Baltimore,Dundee
t ebony,1883,1,1,Jamaica,Liverpool
table,1889,1,1,Weymouth,Dundee
tama-rac,1877,1,1,Quebec,Dundee
tamarac,1875,6,6,Quebec,Greenock
tamarac,1877,3,3,Quebec,Greenock
tamarac,1881,2,2,Quebec,Montrose
tamarac,1885,1,1,Quebec,Liverpool
tamarac,1889,1,1,Quebec,Greenock
tamarac,1893,1,2,Saguenay,Dundee
tamarac sleepers,1889,1,1,Saguenay,Dundee
tar,1883,1,1,Kronstadt,Dundee
teak,1874,2,2,Rangoon,Liverpool
teak,1875,3,3,Istanbul,Liverpool
teak,1877,9,11,Rangoon,Greenock
teak,1881,16,21,Moulmein,Greenock
teak,1883,34,39,Rangoon,Liverpool
teak,1884,5,6,Rangoon,London
teak,1885,1,2,Moulmein,Newport
teak,1887,4,7,Rangoon,Greenock
teak,1889,7,14,Moulmein,Greenock
teak,1891,26,40,Rangoon,Liverpool
teak,1892,8,15,Rangoon,Liverpool
teak,1893,28,46,Rangoon,London
teak,1895,8,13,Rangoon,Greenock
teak,1896,1,2,Moulmein,Greenock
teak,1897,4,6,Rangoon,Liverpool
teak,1898,3,4,Rangoon,Greenock
teak,1899,7,17,Rangoon,NELSON DOCK
teak and,1891,1,1,Rangoon,Liverpool
teak blocks and planks,1877,1,1,Rangoon,
teak boards,1881,1,1,Rangoon,Tyne
teak boards,1895,1,1,Singapore,London
teak deals,1891,1,1,Bangkok,Dundee
teak flitches,1891,1,1,New York,Liverpool
teak plank,1883,1,1,Rangoon,London
teak planks,1875,1,1,Rangoon,
teak planks,1877,1,1,Mauritius,Greenock
teak scantlings,1891,1,1,Rangoon,Liverpool
teak scantlings,1899,2,2,Rangoon,TION
teak squares and scantlings,1891,1,1,Rangoon,Milford
teak timber,1875,2,2,Amsterdam,London
teak timber,1881,1,2,Rangoon,Tyne
teak timber,1887,1,2,Rangoon,Greenock
teak timber,1889,1,2,Rangoon,Greenock
teak timber,1891,1,1,Bangkok,Dundee
teak timber,1895,1,1,Moulmein,Greenock
teak timber,1899,1,1,Rangoon,Greenock
teakwood,1890,1,1,Bangkok,Greenock
teakwood,1891,1,1,Rangoon,Tyne
teal ends,1897,1,1,Bangkok,London
telegr,1893,1,1,Kragero,Tyne
telegraph,1875,1,1,Drammen,Greenock
telegraph,1877,1,1,Riga,Dundee
telegraph,1881,29,29,Porsgrund,Grimsby
telegraph,1883,36,36,Porsgrund,Grimsby
telegraph,1885,21,21,Kragero,Tyne
telegraph,1887,9,9,Skien,Tyne
telegraph,1889,30,30,Porsgrund,Grimsby
telegraph,1890,2,2,Skien,Grimsby
telegraph,1891,25,27,Porsgrund,Grimsby
telegraph,1892,4,4,Porsgrund,Tyne
telegraph,1893,29,29,Porsgrund,Grimsby
telegraph,1895,11,11,Fredrikstad,Hull (Queen's Dock)
telegraph,1897,2,2,Porsgrund,Bristol
telegraph,1899,3,3,Skien,Hull (Queen's Dock)
telegraph pole,1875,1,1,GÃ¤vle,Bristol
telegraph poles,1883,1,1,Porsgrund,Grimsby
telegraph poles,1885,3,3,Haparanda,Goole
telegraph poles,1889,1,1,Drammen,Inverness
telegraph poles,1891,2,2,Aalborg,Liverpool
telegraph poles,1893,5,5,Langesund,Grimsby
telegraph poles,1895,1,1,Porsgrund,Inverness
telegraph poles,1899,1,1,Skien,Grimsby
telegraph poles a,1899,1,1,Oscarshamn,Dundee
telegraph posts,1889,1,1,Gothenburg,Tyne
tells,1895,1,1,Stettin,Hull (Queen's Dock)
