cargo_id,record_id,ship_name,origin_port,origin_latitude,origin_longitude,destination_port,destination_latitude,destination_longitude,arrival_year,arrival_month,arrival_day,commodity,quantity,unit,merchant,source_file,line_number,raw_cargo_segment
65322,26069,Freya,Drammen,59.7478785493119,10.1840215950051,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,battens,,,"Tagart, Boyson, and Co",18810430p.275_p001.txt,129,"1,851 doz. battens, &c.-Tagart, Boyson, & Co."
65323,26070,Asynja,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,boards,,,R. H. Dahl and Co,18810430p.275_p001.txt,130,"68,428 boards, 288 battens, 1,199 bdls. laths-R. H. Dahl & Co."
65324,26070,Asynja,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,battens,,,R. H. Dahl and Co,18810430p.275_p001.txt,130,"68,428 boards, 288 battens, 1,199 bdls. laths-R. H. Dahl & Co."
65325,26070,Asynja,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,laths,,,R. H. Dahl and Co,18810430p.275_p001.txt,130,"68,428 boards, 288 battens, 1,199 bdls. laths-R. H. Dahl & Co."
65326,26071,Alexandra,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,boards-tagart,,,Duus Brown,18810430p.275_p001.txt,131,"49,001 boards-Tagart, Boyson 21 fms. firewood-Duus Brown"
65327,26071,Alexandra,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,boyson,,,Duus Brown,18810430p.275_p001.txt,131,"49,001 boards-Tagart, Boyson 21 fms. firewood-Duus Brown"
65328,26071,Alexandra,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,firewood,,,Duus Brown,18810430p.275_p001.txt,131,"49,001 boards-Tagart, Boyson 21 fms. firewood-Duus Brown"
65329,26072,Churchill Delta,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,deals,,,"Tagart, Boyson, and Co",18810430p.275_p001.txt,132,"3,912 deals, 81,548 boards-Tagart, Boyson, & Co."
65330,26072,Churchill Delta,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,boards,,,"Tagart, Boyson, and Co",18810430p.275_p001.txt,132,"3,912 deals, 81,548 boards-Tagart, Boyson, & Co."
65331,26073,Cabot,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,boards,,,Churchill,18810430p.275_p001.txt,134,"50,059 boards-Churchill"
65332,26074,Lilian,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,battens,,,Churchill,18810430p.275_p001.txt,137,"19,654 battens-Churchill"
65333,26075,Thetis,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,spars,,,Churchill & Sim,18810430p.275_p001.txt,138,"923 spars, 2,310 battens-Churchill & Sim 57 battens, 19½ fms. firewood-Order"
65334,26075,Thetis,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,battens-churchill,,,Churchill & Sim,18810430p.275_p001.txt,138,"923 spars, 2,310 battens-Churchill & Sim 57 battens, 19½ fms. firewood-Order"
65335,26075,Thetis,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,sim,,,Churchill & Sim,18810430p.275_p001.txt,138,"923 spars, 2,310 battens-Churchill & Sim 57 battens, 19½ fms. firewood-Order"
65336,26075,Thetis,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,battens,,,Churchill & Sim,18810430p.275_p001.txt,138,"923 spars, 2,310 battens-Churchill & Sim 57 battens, 19½ fms. firewood-Order"
65337,26075,Thetis,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,½ firewood,,,Churchill & Sim,18810430p.275_p001.txt,138,"923 spars, 2,310 battens-Churchill & Sim 57 battens, 19½ fms. firewood-Order"
65377,26099,Libau,Liepāja,56.53,20.99,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,lathwood,,,,18810528p.336_p001.txt,109,35 fms. lathwood
65378,26100,Elizabeth Arthur,Nantes,47.2175117591258,-1.54816765075694,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,staves,,,,18810528p.336_p001.txt,110,"2,040 pkgs. staves"
65379,26101,Svanen,Nuevitas,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,logs,,,Tolme,18810528p.336_p001.txt,111,"16 logs, 255 pcs. mahogany, 388 pcs. cedar, 651 pcs. fustic-Tolme"
65380,26101,Svanen,Nuevitas,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,mahogany,,,Tolme,18810528p.336_p001.txt,111,"16 logs, 255 pcs. mahogany, 388 pcs. cedar, 651 pcs. fustic-Tolme"
65381,26101,Svanen,Nuevitas,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,cedar,,,Tolme,18810528p.336_p001.txt,111,"16 logs, 255 pcs. mahogany, 388 pcs. cedar, 651 pcs. fustic-Tolme"
65382,26101,Svanen,Nuevitas,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,fustic,,,Tolme,18810528p.336_p001.txt,111,"16 logs, 255 pcs. mahogany, 388 pcs. cedar, 651 pcs. fustic-Tolme"
65421,26124,Benan,"Kingston, &c.",,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,satinwood,,,Gardner,18810625p.416_p001.txt,158,220 pcs. satinwood-Gardner & Sons
65422,26125,Essex,Danzig,54.3532540815076,18.6510183386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,sleepers-burt,,,Gabriel,18810625p.416_p001.txt,159,"2,076 sleepers-Burt, Boulton, & Co. 1,138 crossings-Gabriel & Sons"
65423,26125,Essex,Danzig,54.3532540815076,18.6510183386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,21.0,crossings,,,Gabriel,18810625p.416_p001.txt,159,"2,076 sleepers-Burt, Boulton, & Co. 1,138 crossings-Gabriel & Sons"
65504,26162,Jessica,Hamburg,53.5381947874472,9.96457836097262,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,wainscot logs,,,Churchill and Sim,18810326p.205.txt,68,12 wainscot logs-Churchill & Sim
65505,26163,Sumus,Treport,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,wood,,,,18810326p.205.txt,69,365 pcs. wood
65506,26164,Lady Octavia,Colombo,6.93230763563123,79.8474366772461,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,ebony,,,Harvey,18810326p.205.txt,70,92 logs ebony-Harvey
65507,26165,Tens Rabek,Minatitlan,17.979,-94.549,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,mahogany,,,Uhthoff and Co,18810326p.205.txt,71,"366 logs mahogany, 11 log ends-Uhthoff & Co."
65508,26165,Tens Rabek,Minatitlan,17.979,-94.549,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,ends,,,Uhthoff and Co,18810326p.205.txt,71,"366 logs mahogany, 11 log ends-Uhthoff & Co."
65540,26194,Merkera,"Brisbane, &c.",,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,myall-wood,,,wood-Order,18810625p.416_p001.txt,160,"1,277 logs myall-wood-Order"
65541,26195,Hollandia,Rotterdam,51.9209408964375,4.4874063916016,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,dogwood,,,Curtis and Harvey,18810625p.416_p001.txt,161,436 bdls. dogwood-Curtis & Harvey
65542,26196,Nettlesworth,Riga,56.9520033661236,24.1136539340975,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,sleepers,,,,18810625p.416_p001.txt,162,"23,243 sleepers"
65543,26197,Lady Dufferin,St. John,45.2727437249886,-66.0681749841308,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,deals,,,,18810625p.416_p001.txt,163,"21,312 deals, 8,253 scantlings, 3,431 deal ends"
65544,26197,Lady Dufferin,St. John,45.2727437249886,-66.0681749841308,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,scantlings,,,,18810625p.416_p001.txt,163,"21,312 deals, 8,253 scantlings, 3,431 deal ends"
65545,26197,Lady Dufferin,St. John,45.2727437249886,-66.0681749841308,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,deal ends,,,,18810625p.416_p001.txt,163,"21,312 deals, 8,253 scantlings, 3,431 deal ends"
65546,26198,Bonny Dundee,Pensacola,30.4172348803734,-87.2103635449219,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,deals,,,,18810625p.416_p001.txt,164,"1,216 deals, 651 pcs. timber"
65547,26199,Success,Cronstadt,59.9939156370316,29.7714865185547,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,lathwood,,,B. G. Frampton,18810625p.416_p001.txt,165,"4,724 pcs. lathwood-B. G. Frampton"
65548,26200,Elf,Soderhamn,61.3020539997905,17.0512700317383,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,deals,,,,18810625p.416_p001.txt,166,"22,761 deals"
65549,26201,Bore,Stenkjoer,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,staves,,,Duus Brown and Co,18810625p.416_p001.txt,167,"296,302 staves, 1,135 battens, 12 fms. firewood-Duus Brown & Co."
65550,26201,Bore,Stenkjoer,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,battens,,,Duus Brown and Co,18810625p.416_p001.txt,167,"296,302 staves, 1,135 battens, 12 fms. firewood-Duus Brown & Co."
65551,26201,Bore,Stenkjoer,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,22.0,firewood,,,Duus Brown and Co,18810625p.416_p001.txt,167,"296,302 staves, 1,135 battens, 12 fms. firewood-Duus Brown & Co."
65649,26260,Roraima,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,oars-cunningham,,,"Holland, Mcconnell and Co",18810326p.205.txt,72,"300 oars-Cunningham, Shaw & Co 10 bls. 1,227 doors-Holland, McConnell & Co."
65650,26260,Roraima,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,shaw,,,"Holland, Mcconnell and Co",18810326p.205.txt,72,"300 oars-Cunningham, Shaw & Co 10 bls. 1,227 doors-Holland, McConnell & Co."
65651,26260,Roraima,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,bls,,,"Holland, Mcconnell and Co",18810326p.205.txt,72,"300 oars-Cunningham, Shaw & Co 10 bls. 1,227 doors-Holland, McConnell & Co."
65652,26260,Roraima,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,doors,,,"Holland, Mcconnell and Co",18810326p.205.txt,72,"300 oars-Cunningham, Shaw & Co 10 bls. 1,227 doors-Holland, McConnell & Co."
65653,26260,Roraima,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,cars lumber,,,T. Meadows and Co,18810326p.205.txt,72,7 cars lumber-T. Meadows & Co.
65654,26260,Roraima,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,coils hoops,,,H. Tate,18810326p.205.txt,72,"10,925 coils hoops-H. Tate & Sons"
65655,26261,Triumph,Le Havre,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,mahogany,,,,18810326p.205.txt,73,91 logs mahogany
65702,26288,Livonia,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,bls staves-h tate,,,H. Tate & Sons,18810430p.275_p001.txt,139,"5,324 bls. staves-H. Tate & Sons 1,000 oars-Order"
65703,26288,Livonia,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,oars,,,H. Tate & Sons,18810430p.275_p001.txt,139,"5,324 bls. staves-H. Tate & Sons 1,000 oars-Order"
65704,26289,Magda,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,staves,,,Duus Brown,18810430p.275_p001.txt,140,"754,256 staves-Duus Brown"
65705,26290,Napoleon III.,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,scantlings,,,,18810430p.275_p001.txt,141,"1,295 pcs. scantlings, 127,263 pcs. floorings"
65706,26290,Napoleon III.,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,floorings,,,,18810430p.275_p001.txt,141,"1,295 pcs. scantlings, 127,263 pcs. floorings"
65707,26291,Emilie,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,boards,,,"Tagart, Boyson, and Co",18810430p.275_p001.txt,142,"96,578 boards, 2,718 battens-Tagart, Boyson, & Co."
65708,26291,Emilie,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,battens,,,"Tagart, Boyson, and Co",18810430p.275_p001.txt,142,"96,578 boards, 2,718 battens-Tagart, Boyson, & Co."
65709,26292,Westphalia,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,boards-tagart,,,Duus Brown and Co,18810430p.275_p001.txt,143,"53,529 boards-Tagart, Boyson, & Co. 20 fms. firewood-Duus Brown & Co."
65710,26292,Westphalia,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,boyson,,,Duus Brown and Co,18810430p.275_p001.txt,143,"53,529 boards-Tagart, Boyson, & Co. 20 fms. firewood-Duus Brown & Co."
65711,26292,Westphalia,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,firewood,,,Duus Brown and Co,18810430p.275_p001.txt,143,"53,529 boards-Tagart, Boyson, & Co. 20 fms. firewood-Duus Brown & Co."
65712,26293,Alf,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,laths,,,"Tagart, Boyson",18810430p.275_p001.txt,144,"1,489 bdls. laths, 44 fms. batten ends, 61,470 boards-Tagart, Boyson"
65713,26293,Alf,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,batten ends,,,"Tagart, Boyson",18810430p.275_p001.txt,144,"1,489 bdls. laths, 44 fms. batten ends, 61,470 boards-Tagart, Boyson"
65714,26293,Alf,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,boards,,,"Tagart, Boyson",18810430p.275_p001.txt,144,"1,489 bdls. laths, 44 fms. batten ends, 61,470 boards-Tagart, Boyson"
65715,26294,Cygnus,Puerto Cortes,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,mahogany,,,C. W. Dieseldorff,18810430p.275_p001.txt,145,"367 logs mahogany, 122 logs cedar, 2 fantails, 72 log ends, 741 pcs. fustic-C. W. Dieseldorff"
65716,26294,Cygnus,Puerto Cortes,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,cedar,,,C. W. Dieseldorff,18810430p.275_p001.txt,145,"367 logs mahogany, 122 logs cedar, 2 fantails, 72 log ends, 741 pcs. fustic-C. W. Dieseldorff"
65717,26294,Cygnus,Puerto Cortes,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,fantails,,,C. W. Dieseldorff,18810430p.275_p001.txt,145,"367 logs mahogany, 122 logs cedar, 2 fantails, 72 log ends, 741 pcs. fustic-C. W. Dieseldorff"
65718,26294,Cygnus,Puerto Cortes,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,ends,,,C. W. Dieseldorff,18810430p.275_p001.txt,145,"367 logs mahogany, 122 logs cedar, 2 fantails, 72 log ends, 741 pcs. fustic-C. W. Dieseldorff"
65719,26294,Cygnus,Puerto Cortes,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,fustic,,,C. W. Dieseldorff,18810430p.275_p001.txt,145,"367 logs mahogany, 122 logs cedar, 2 fantails, 72 log ends, 741 pcs. fustic-C. W. Dieseldorff"
65720,26295,Illida,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,firewood-with,,,"With, Webster, & Co.",18810430p.275_p001.txt,146,"16 fms. firewood-With, Webster, & Co. 52,872 planed boards-Order"
65721,26295,Illida,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,planed boards,,,"With, Webster, & Co.",18810430p.275_p001.txt,146,"16 fms. firewood-With, Webster, & Co. 52,872 planed boards-Order"
65722,26296,Minerva,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,½ firewood,,,Duus Brown and Co,18810430p.275_p001.txt,147,20½ fms. firewood-Duus Brown & Co.
65723,26297,Admiral Tromp,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,battens,,,"With, Webster, and Co",18810430p.275_p001.txt,148,"44,832 battens-With, Webster, & Co."
65724,26298,Glenroy,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,hhd staves-simson,,,"Cunningham, Shaw, and Co",18810430p.275_p001.txt,149,"3,060 hhd. staves-Simson & Mason 500 oars-Cunningham, Shaw, & Co."
65725,26298,Glenroy,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,mason,,,"Cunningham, Shaw, and Co",18810430p.275_p001.txt,149,"3,060 hhd. staves-Simson & Mason 500 oars-Cunningham, Shaw, & Co."
65726,26298,Glenroy,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,oars,,,"Cunningham, Shaw, and Co",18810430p.275_p001.txt,149,"3,060 hhd. staves-Simson & Mason 500 oars-Cunningham, Shaw, & Co."
65727,26298,Glenroy,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,maple,,,Simson & Mason,18810430p.275_p001.txt,149,"2 logs maple, 6 cars lumber, 634 pcs. oak-Order"
65728,26298,Glenroy,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,cars lumber,,,Simson & Mason,18810430p.275_p001.txt,149,"2 logs maple, 6 cars lumber, 634 pcs. oak-Order"
65729,26298,Glenroy,New York,40.713197770232,-74.0078266455077,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,oak,,,Simson & Mason,18810430p.275_p001.txt,149,"2 logs maple, 6 cars lumber, 634 pcs. oak-Order"
65730,26299,Patna,Kurrachee,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,boxwood,,,,18810430p.275_p001.txt,150,331 pkgs. boxwood
65731,26300,Jessica,Hamburg,53.5381947874472,9.96457836097262,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,lancewood spars,,,C. Leary and Co,18810430p.275_p001.txt,151,"144 lancewood spars, 60 pcs. violet wood-C. Leary & Co."
65732,26300,Jessica,Hamburg,53.5381947874472,9.96457836097262,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,violet wood,,,C. Leary and Co,18810430p.275_p001.txt,151,"144 lancewood spars, 60 pcs. violet wood-C. Leary & Co."
65733,26301,Bjorn,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,deals,,,Guthrie and Larnach,18810430p.275_p001.txt,152,"38 doz. deals and battens-With, Webster, & Co. 1,077 deals-Guthrie & Larnach"
65734,26301,Bjorn,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,battens-with,,,Guthrie and Larnach,18810430p.275_p001.txt,152,"38 doz. deals and battens-With, Webster, & Co. 1,077 deals-Guthrie & Larnach"
65735,26301,Bjorn,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,bls skirtings,,,"Prier, Wotton, and Co",18810430p.275_p001.txt,152,"93 bls. skirtings, 175 doors-Prier, Wotton, & Co."
65736,26301,Bjorn,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,doors,,,"Prier, Wotton, and Co",18810430p.275_p001.txt,152,"93 bls. skirtings, 175 doors-Prier, Wotton, & Co."
65737,26301,Bjorn,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,bls mouldings,,,Eklund and Co,18810430p.275_p001.txt,152,"149 bls. mouldings, 26 bls. doors-Eklund & Co."
65738,26301,Bjorn,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,bls doors,,,Eklund and Co,18810430p.275_p001.txt,152,"149 bls. mouldings, 26 bls. doors-Eklund & Co."
65739,26301,Bjorn,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,boards,,,"With, Webster, & Co.",18810430p.275_p001.txt,152,"7,522 boards, 346 doz. deals and battens, 2,116 bls. laths-Order"
65740,26301,Bjorn,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,deals,,,"With, Webster, & Co.",18810430p.275_p001.txt,152,"7,522 boards, 346 doz. deals and battens, 2,116 bls. laths-Order"
65741,26301,Bjorn,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,battens,,,"With, Webster, & Co.",18810430p.275_p001.txt,152,"7,522 boards, 346 doz. deals and battens, 2,116 bls. laths-Order"
65742,26301,Bjorn,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,bls laths,,,"With, Webster, & Co.",18810430p.275_p001.txt,152,"7,522 boards, 346 doz. deals and battens, 2,116 bls. laths-Order"
65743,26302,Prins Oscar,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,pairs oars,,,,18810430p.275_p001.txt,154,"60 pairs oars, 1,759 bdls. mouldings, 3,236 bdls. laths"
65744,26302,Prins Oscar,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,mouldings,,,,18810430p.275_p001.txt,154,"60 pairs oars, 1,759 bdls. mouldings, 3,236 bdls. laths"
65745,26302,Prins Oscar,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,laths,,,,18810430p.275_p001.txt,154,"60 pairs oars, 1,759 bdls. mouldings, 3,236 bdls. laths"
65746,26303,Eintracht,Wilmington,,,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,firewood,,,,18810430p.275_p001.txt,155,9 fms. firewood
65747,26304,Trafik,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,laths-o eklund,,,O. Eklund & Co.,18810430p.275_p001.txt,156,"1,000 bdls. laths-O. Eklund & Co. 1,913 deals, 1,615 bdls. mouldings, 6 crates trelliswork-Order"
65748,26304,Trafik,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,deals,,,O. Eklund & Co.,18810430p.275_p001.txt,156,"1,000 bdls. laths-O. Eklund & Co. 1,913 deals, 1,615 bdls. mouldings, 6 crates trelliswork-Order"
65749,26304,Trafik,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,mouldings,,,O. Eklund & Co.,18810430p.275_p001.txt,156,"1,000 bdls. laths-O. Eklund & Co. 1,913 deals, 1,615 bdls. mouldings, 6 crates trelliswork-Order"
65750,26304,Trafik,Gothenburg,57.70073799777,11.9680483386231,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,trelliswork,,,O. Eklund & Co.,18810430p.275_p001.txt,156,"1,000 bdls. laths-O. Eklund & Co. 1,913 deals, 1,615 bdls. mouldings, 6 crates trelliswork-Order"
65751,26305,Fellus,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,deals,,,,18810430p.275_p001.txt,157,"12,926 deals, battens, and boards, 30 fms. firewood"
65752,26305,Fellus,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,battens,,,,18810430p.275_p001.txt,157,"12,926 deals, battens, and boards, 30 fms. firewood"
65753,26305,Fellus,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,boards,,,,18810430p.275_p001.txt,157,"12,926 deals, battens, and boards, 30 fms. firewood"
65754,26305,Fellus,Fredrikstad,59.2139821431688,10.9357039213349,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,firewood,,,,18810430p.275_p001.txt,157,"12,926 deals, battens, and boards, 30 fms. firewood"
65755,26306,Scandia,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,firewood-c g hansen,,,Freebody,18810430p.275_p001.txt,158,"15 fms. firewood-C. G. Hansen 7,358 poles and rickers-Freebody"
65756,26306,Scandia,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,poles,,,Freebody,18810430p.275_p001.txt,158,"15 fms. firewood-C. G. Hansen 7,358 poles and rickers-Freebody"
65757,26306,Scandia,Christiania,59.9127593309038,10.7460535835705,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,rickers,,,Freebody,18810430p.275_p001.txt,158,"15 fms. firewood-C. G. Hansen 7,358 poles and rickers-Freebody"
65758,26307,Urda,Drammen,59.7478785493119,10.1840215950051,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,staves,,,Simson and Mason,18810430p.275_p001.txt,159,"62,929 staves, 17 fms. firewood-J. H. Douglas & Co. 1,374 battens-Simson & Mason"
65759,26307,Urda,Drammen,59.7478785493119,10.1840215950051,LONDON,51.5073509000001,-0.127758299999982,1881.0,Mar,23.0,firewood-j h douglas,,,Simson and Mason,18810430p.275_p001.txt,159,"62,929 staves, 17 fms. firewood-J. H. Douglas & Co. 1,374 battens-Simson & Mason"
