origin_port,origin_latitude,origin_longitude,destination_port,destination_latitude,destination_longitude,ship_count
Onega,63.9004661241536,38.102155343628,Tilbury Docks,51.454605122463,0.346938878173947,3
Doboy,31.3984854217237,-81.3275876955812,Lynn (King's Lynn),52.7516798,0.402296300000103,3
Doboy,31.3984854217237,-81.3275876955812,LimerickL,52.660797938,-8.63965508699994,3
Doboy,31.3984854217237,-81.3275876955812,GREENOCK,55.9505077629267,-4.75971798437838,3
Ornskjoldsvik,63.2893408522372,18.720338338623,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,3
Domsjo,63.2676717326643,18.6882870846561,EXETER,50.7184120000001,-3.53389899999991,3
Domsjo,63.2676717326643,18.6882870846561,BRISTOL,51.4545130000001,-2.58790999999997,3
Doboy,31.3984854217237,-81.3275876955812,WORKINGTON,54.643569,-3.54275200000001,3
Doboy,31.3984854217237,-81.3275876955812,Stockton-on-Tees,54.5704551000001,-1.32898209999991,3
Skelleftea,64.7495721160482,20.9557144459604,FLEETWOOD,53.9154477593217,-3.01331410565124,3
Skelleftea,64.7495721160482,20.9557144459604,Deptford,51.478,-0.0265,3
St. Petersburg,59.9339888563424,30.3067266455079,Hartlepool,54.6917449999999,-1.21292600000004,3
Ostend,51.226,2.906,Tyne Ports,55.0179189721861,-1.42556335449211,3
Drobak,59.663,10.63,BRISTOL,51.4545130000001,-2.58790999999997,3
Grimstad,58.3467577665114,8.58108827514652,CARDIFF,51.4815810000001,-3.17908999999992,3
Haparanda,65.8357337904469,24.1367433544922,DUNDEE,56.4612028818325,-2.96765932817017,3
Harnas,60.647416733669,17.3747470846558,POOLE,50.7150500000001,-1.98724800000002,3
Harnas,60.647416733669,17.3747470846558,NEWPORT,51.584151,-2.99766399999993,3
Harnas,60.647416733669,17.3747470846558,Lynn (King's Lynn),52.7516798,0.402296300000103,3
Harnas,60.647416733669,17.3747470846558,Goole,53.7029410000001,-0.876380999999981,3
Oscarshamn,57.2700755313257,16.4433368359375,Middlesbrough,54.5742270000001,-1.23495600000001,3
Harnas,60.647416733669,17.3747470846558,BRISTOL,51.4545130000001,-2.58790999999997,3
Stettin,53.4252665374726,14.5555758306886,Lerwick,60.155,-1.145,3
Stettin,53.4252665374726,14.5555758306886,KIRKCALDY,56.109236880424,-3.16149504760739,3
Stettin,53.4252665374726,14.5555758306886,IRVINE,55.618333779517,-4.65659498413083,3
Stettin,53.4252665374726,14.5555758306886,GRANGEMOUTH,56.0086943296901,-3.71710520629876,3
St. Petersburg,59.9339888563424,30.3067266455079,Lerwick,60.155,-1.145,3
Fredrikstad,59.2139821431688,10.9357039213349,Purfleet,51.48,0.25,3
Fredrikstad,59.2139821431688,10.9357039213349,ROCHESTER,51.3880000000001,0.506721000000084,3
Klaipeda,55.71722,21.12861,LimerickL,52.660797938,-8.63965508699994,3
New York,40.713197770232,-74.0078266455077,RUNCORN,53.3420780000001,-2.72967299999999,3
Sundswall,62.3890780504242,17.3063352870027,RYE,50.949708,0.737260000000049,3
Christiansand,58.1439137156268,7.99468833862306,RUNCORN,53.3420780000001,-2.72967299999999,3
Fredrikstad,59.2139821431688,10.9357039213349,RUNCORN,53.3420780000001,-2.72967299999999,3
Christiansand,58.1439137156268,7.99468833862306,ROCHESTER,51.3880000000001,0.506721000000084,3
Christiansand,58.1439137156268,7.99468833862306,PETERHEAD,57.5065199884148,-1.79653335449211,3
New York,40.713197770232,-74.0078266455077,SWANSEA,51.62144,-3.94364599999994,3
Rotterdam,51.9209408964375,4.4874063916016,Queenborough,51.416139674537,0.742809298858174,3
Kem,64.955,34.579,FOWEY,50.3349900000001,-4.63652499999995,3
Rotterdam,51.9209408964375,4.4874063916016,MIDDLESBROUGH,54.5742270000001,-1.23495600000001,3
Porsgrund,59.1429922168333,9.65712996826176,Deptford,51.478,-0.0265,3
Christiania,59.9127593309038,10.7460535835705,YARMOUTH,50.7066653578368,-1.50013614288336,3
Christiansand,58.1439137156268,7.99468833862306,LEITH,55.9765554947196,-3.16607291534422,3
Fredrikshald,59.1248045350242,11.3874541693116,RUNCORN,53.3420780000001,-2.72967299999999,3
Christiansand,58.1439137156268,7.99468833862306,FLEETWOOD,53.9154477593217,-3.01331410565124,3
Klaipeda,55.71722,21.12861,Purfleet,51.48,0.25,3
Fredrikstad,59.2139821431688,10.9357039213349,SOUTHAMPTON,50.9097004,-1.40435090000005,3
Fredrikstad,59.2139821431688,10.9357039213349,STIRLING,56.1173485571869,-3.93919047158875,3
Christiania,59.9127593309038,10.7460535835705,Silvertown,51.5,0.03,3
Ventspils,57.4,21.5333,WEXFORD,52.3386830540001,-6.45647567999993,3
New York,40.713197770232,-74.0078266455077,TRURO,50.2631950000001,-5.05104099999994,3
Newport News,36.9667,-76.4167,GREENOCK,55.9505077629267,-4.75971798437838,3
Pataholm,56.55,16.25,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,3
Constantinople,41.014,28.98,GREENOCK,55.9505077629267,-4.75971798437838,3
Fredrikshald,59.1248045350242,11.3874541693116,LimerickL,52.660797938,-8.63965508699994,3
Fredrikshald,59.1248045350242,11.3874541693116,AYR,55.4703747229195,-4.63760140747054,3
Karlskrona,56.1608063124393,15.5844683386232,YARMOUTH,50.7066653578368,-1.50013614288336,3
Saguenay,48.4293694932189,-71.0538333227537,CORK,51.9014959520001,-8.44685895399994,3
Kemi,65.7366935700403,24.5665102968958,EXETER,50.7184120000001,-3.53389899999991,3
Sundswall,62.3890780504242,17.3063352870027,IRVINE,55.618333779517,-4.65659498413083,3
New York,40.713197770232,-74.0078266455077,WIGTOWN,54.8676447222298,-4.44449749206541,3
Villagarcia,42.5919624599263,-8.76473999999991,GREENOCK,55.9505077629267,-4.75971798437838,3
Klaipeda,55.71722,21.12861,DOVER,51.1278758,1.31340270000004,3
Kem,64.955,34.579,Tyne Ports,55.0179189721861,-1.42556335449211,3
Kemi,65.7366935700403,24.5665102968958,MONTROSE,56.7213304436428,-2.46576667724605,3
Wyborg,60.7132675840768,28.7476258831691,TRURO,50.2631950000001,-5.05104099999994,3
Rotterdam,51.9209408964375,4.4874063916016,WORKINGTON,54.643569,-3.54275200000001,3
Pascagoula,30.3659447374599,-88.5565278197888,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,3
Colberg,55.9649763525846,12.5348937619019,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,3
St. John,45.2727437249886,-66.0681749841308,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,3
St. John,45.2727437249886,-66.0681749841308,BRIDPORT,50.7335769,-2.7583009999999,3
Wyborg,60.7132675840768,28.7476258831691,STIRLING,56.1173485571869,-3.93919047158875,3
Soderhamn,61.3020539997905,17.0512700317383,Middlesbrough,54.5742270000001,-1.23495600000001,3
Soderhamn,61.3020539997905,17.0512700317383,Milford Haven,51.7143060000001,-5.04269709999988,3
Newcastle,47.0806570422285,-65.456746677246,LONDON,51.5073509000001,-0.127758299999982,3
Fredrikstad,59.2139821431688,10.9357039213349,YARMOUTH,50.7066653578368,-1.50013614288336,3
York,53.9599651,-1.08729790000007,POOLE,50.7150500000001,-1.98724800000002,3
Auray,47.6667153763157,-2.98168918518064,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,3
Auray,47.6667153763157,-2.98168918518064,GRIMSBY,53.5674710000001,-0.0807839999998805,3
Tacoma,47.2575401152113,-122.43992338623,LONDON,51.5073509000001,-0.127758299999982,3
Pensacola,30.4172348803734,-87.2103635449219,Barrow-in-Furness,54.1089670000001,-3.21889399999998,3
Sydney,46.135,-60.183,NEWPORT,51.584151,-2.99766399999993,3
Porsgrund,59.1429922168333,9.65712996826176,LONDONDERRY,55.0114105220001,-7.30041944099997,3
Kotka,60.4671369633067,26.9184724444581,ROCHESTER,51.3880000000001,0.506721000000084,3
Ahus,55.9265196846947,14.3018800000001,GRIMSBY,53.5674710000001,-0.0807839999998805,3
Kragero,58.8663222461009,9.39912854232773,COLCHESTER,51.895927,0.891874000000087,3
Porsgrund,59.1429922168333,9.65712996826176,PETERHEAD,57.5065199884148,-1.79653335449211,3
Christiansand,58.1439137156268,7.99468833862306,CARDIFF,51.4815810000001,-3.17908999999992,3
Ventspils,57.4,21.5333,GRANGEMOUTH,56.0086943296901,-3.71710520629876,3
"Chatham, N. B.",47.0431231492642,-65.4586977113672,CORK,51.9014959520001,-8.44685895399994,3
Abo,60.4528020408486,22.2514641693117,GOOLE,53.7029410000001,-0.876380999999981,3
Ventspils,57.4,21.5333,LEITH,55.9765554947196,-3.16607291534422,3
Three Rivers,46.3410759877357,-72.5450299999999,FLEETWOOD,53.9154477593217,-3.01331410565124,3
Kragero,58.8663222461009,9.39912854232773,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,3
Kragero,58.8663222461009,9.39912854232773,ALLOA,56.1163031824617,-3.79518671321335,3
Roche Bernard,47.5195644739302,-2.30035932808378,Tyne Ports,55.0179189721861,-1.42556335449211,3
Cronstadt,59.9939156370316,29.7714865185547,ABERDEEN,57.1453346208669,-2.10306332275388,3
New Orleans,29.9530336254134,-90.0763767089845,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,3
Kragero,58.8663222461009,9.39912854232773,MIDDLESBROUGH,54.5742270000001,-1.23495600000001,3
Xiania,35.516,24.018,DUNDEE,56.4612028818325,-2.96765932817017,3
Christiansand,58.1439137156268,7.99468833862306,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,3
New York,40.713197770232,-74.0078266455077,LEITH,55.9765554947196,-3.16607291534422,3
Sundswall,62.3890780504242,17.3063352870027,STIRLING,56.1173485571869,-3.93919047158875,3
Christiania,59.9127593309038,10.7460535835705,Queenborough,51.416139674537,0.742809298858174,3
New York,40.713197770232,-74.0078266455077,DOVER,51.1278758,1.31340270000004,3
Auray,47.6667153763157,-2.98168918518064,Lynn (King's Lynn),52.7516798,0.402296300000103,3
Attu,60.178,22.336,Lynn (King's Lynn),52.7516798,0.402296300000103,3
Christiania,59.9127593309038,10.7460535835705,LITTLEHAMPTON,50.811057,-0.538660899999968,3
Xiania,35.516,24.018,GRIMSBY,53.5674710000001,-0.0807839999998805,3
Fredrikshald,59.1248045350242,11.3874541693116,TRURO,50.2631950000001,-5.05104099999994,3
Konigsberg,54.7112317805089,20.4988802856446,SUNDERLAND,54.9068690000001,-1.38380099999989,3
Kotka,60.4671369633067,26.9184724444581,Middlesbrough,54.5742270000001,-1.23495600000001,3
Fredrikstad,59.2139821431688,10.9357039213349,IPSWICH,52.056736,1.14822000000004,3
Soroka,64.523,34.767,BRISTOL,51.4545130000001,-2.58790999999997,3
Svartvik,62.3185609976876,17.3714628824576,DUNDEE,56.4612028818325,-2.96765932817017,3
Sundswall,62.3890780504242,17.3063352870027,YARMOUTH,50.7066653578368,-1.50013614288336,3
New Orleans,29.9530336254134,-90.0763767089845,NEWRY,54.1483756060001,-6.32235385399997,3
Kotka,60.4671369633067,26.9184724444581,Hartlepool,54.6917449999999,-1.21292600000004,3
Christiania,59.9127593309038,10.7460535835705,BRIDPORT,50.7335769,-2.7583009999999,3
Soroka,64.523,34.767,GOOLE,53.7029410000001,-0.876380999999981,3
Christiania,59.9127593309038,10.7460535835705,BELFAST,54.613523371,-5.90696169099994,3
"Chatham, N. B.",47.0431231492642,-65.4586977113672,WICK,58.4430600485415,-3.09285166137693,3
Soderhamn,61.3020539997905,17.0512700317383,SOUTHAMPTON,50.9097004,-1.40435090000005,3
Kotka,60.4671369633067,26.9184724444581,DUBLIN,53.346388727,-6.21662037199997,3
"Chatham, N. B.",47.0431231492642,-65.4586977113672,Tyne Ports,55.0179189721861,-1.42556335449211,3
Västervik (Westerwik),57.7578248725028,16.6446077941132,PORTSMOUTH,50.8197675000001,-1.0879769,3
Johannedal,62.4345541529471,17.3802470846558,LIVERPOOL,53.4083714,-2.99157259999998,3
Jemtosund,65.8501950816078,22.4668845767213,GRIMSBY,53.5674710000001,-0.0807839999998805,3
San Francisco,37.777927878549,-122.41964,GREENOCK,55.9505077629267,-4.75971798437838,3
San Francisco,37.777927878549,-122.41964,GLOUCESTER,51.8642449,-2.23815599999989,3
San Francisco,37.777927878549,-122.41964,DUBLIN,53.346388727,-6.21662037199997,3
San Francisco,37.777927878549,-122.41964,DOVER,51.1278758,1.31340270000004,3
Kalmar,56.6660571924049,16.3637093814175,LimerickL,52.660797938,-8.63965508699994,3
Gefle,60.6782700353304,17.1835063783265,PORTSMOUTH,50.8197675000001,-1.0879769,3
Sunderland,54.9068690000001,-1.38380099999989,LONDON,51.5073509000001,-0.127758299999982,3
Karlshamn,56.1697410592763,14.8606343730164,FLEETWOOD,53.9154477593217,-3.01331410565124,3
Cronstadt,59.9939156370316,29.7714865185547,TROON,55.5444127055824,-4.67361271972649,3
Cronstadt,59.9939156370316,29.7714865185547,Milford Haven,51.7143060000001,-5.04269709999988,3
Gefle,60.6782700353304,17.1835063783265,GLOUCESTER,51.8642449,-2.23815599999989,3
Cronstadt,59.9939156370316,29.7714865185547,LimerickL,52.660797938,-8.63965508699994,3
St. John,45.2727437249886,-66.0681749841308,Deptford,51.478,-0.0265,3
Kalmar,56.6660571924049,16.3637093814175,SLIGO,54.277488562,-8.48034919799994,3
Villagarcia,42.5919624599263,-8.76473999999991,WICK,58.4430600485415,-3.09285166137693,3
Salsaker,62.9972544582473,18.2684295291138,LONDON,51.5073509000001,-0.127758299999982,3
Västervik (Westerwik),57.7578248725028,16.6446077941132,COWES,50.7627850000001,-1.30053299999997,3
Karlshamn,56.1697410592763,14.8606343730164,Lynn (King's Lynn),52.7516798,0.402296300000103,3
Gefle,60.6782700353304,17.1835063783265,FOLKESTONE,51.081397,1.16945599999991,3
Västervik (Westerwik),57.7578248725028,16.6446077941132,SOUTHAMPTON,50.9097004,-1.40435090000005,3
Figeholm,57.3712617225934,16.5499129153443,DUNDEE,56.4612028818325,-2.96765932817017,3
Warberg,57.1079632042745,12.2489241693117,ALLOA,56.1163031824617,-3.79518671321335,3
Norfolk,36.8507,-76.2859,Lynn (King's Lynn),52.7516798,0.402296300000103,3
Genoa,44.403,8.917,BRISTOL,51.4545130000001,-2.58790999999997,3
Pitea,65.3204766227601,21.4732333544922,Tilbury Docks,51.454605122463,0.346938878173947,3
Genoa,44.403,8.917,GREENOCK,55.9505077629267,-4.75971798437838,3
Wyborg,60.7132675840768,28.7476258831691,Hartlepool,54.6917449999999,-1.21292600000004,3
San Francisco,37.777927878549,-122.41964,NEWRY,54.1483756060001,-6.32235385399997,3
San Francisco,37.777927878549,-122.41964,LONDONDERRY,55.0114105220001,-7.30041944099997,3
Västervik (Westerwik),57.7578248725028,16.6446077941132,NEWRY,54.1483756060001,-6.32235385399997,3
Fiume,45.3267632510829,14.4468066772461,LEITH,55.9765554947196,-3.16607291534422,3
Pont l'Abbe,47.8669475215717,-4.22393999999999,DUNDEE,56.4612028818325,-2.96765932817017,3
Fiume,45.3267632510829,14.4468066772461,LimerickL,52.660797938,-8.63965508699994,3
Finnklippan,65.4834141387887,22.7499153215718,DOVER,51.1278758,1.31340270000004,3
Arendal,58.4701420246829,8.7584524351543,RUNCORN,53.3420780000001,-2.72967299999999,3
Cronstadt,59.9939156370316,29.7714865185547,PERTH,56.3958320136505,-3.43183501586907,3
Pensacola,30.4172348803734,-87.2103635449219,Lerwick,60.155,-1.145,3
Dalhousie,48.0643926592676,-66.3697916613769,CORK,51.9014959520001,-8.44685895399994,3
Cronstadt,59.9939156370316,29.7714865185547,WORKINGTON,54.643569,-3.54275200000001,3
Jamaica,17.997,-76.794,GREENOCK,55.9505077629267,-4.75971798437838,3
Gefle,60.6782700353304,17.1835063783265,SUNDERLAND,54.9068690000001,-1.38380099999989,3
Rotterdam,51.9209408964375,4.4874063916016,TRURO,50.2631950000001,-5.05104099999994,3
Kem,64.955,34.579,GREENOCK,55.9505077629267,-4.75971798437838,3
Kem,64.955,34.579,Liverpool,53.4083714,-2.99157259999998,3
Newport News,36.9667,-76.4167,DUBLIN,53.346388727,-6.21662037199997,3
Karlskrona,56.1608063124393,15.5844683386232,Liverpool,53.4083714,-2.99157259999998,3
Karlskrona,56.1608063124393,15.5844683386232,Tilbury Docks,51.454605122463,0.346938878173947,3
Fredrikshald,59.1248045350242,11.3874541693116,Hartlepool,54.6917449999999,-1.21292600000004,3
Saguenay,48.4293694932189,-71.0538333227537,SLIGO,54.277488562,-8.48034919799994,3
Newport,51.584151,-2.99766399999993,TILBURY DOCKS,51.454605122463,0.346938878173947,3
Karlshamn,56.1697410592763,14.8606343730164,POOLE,50.7150500000001,-1.98724800000002,3
Sundswall,62.3890780504242,17.3063352870027,BLYTH,55.1354889326177,-1.52226629597336,3
Soderhamn,61.3020539997905,17.0512700317383,COWES,50.7627850000001,-1.30053299999997,3
Gefle,60.6782700353304,17.1835063783265,BLYTH,55.1354889326177,-1.52226629597336,3
Karlskrona,56.1608063124393,15.5844683386232,DOVER,51.1278758,1.31340270000004,3
Newport News,36.9667,-76.4167,Tyne Ports,55.0179189721861,-1.42556335449211,3
Gefle,60.6782700353304,17.1835063783265,LEITH,55.9765554947196,-3.16607291534422,3
Newport News,36.9667,-76.4167,GLASGOW,55.8582389117887,-4.24254728271348,3
Cronstadt,59.9939156370316,29.7714865185547,ALLOA,56.1163031824617,-3.79518671321335,3
Fiume,45.3267632510829,14.4468066772461,BRISTOL,51.4545130000001,-2.58790999999997,3
Fiume,45.3267632510829,14.4468066772461,WEXFORD,52.3386830540001,-6.45647567999993,3
Västervik (Westerwik),57.7578248725028,16.6446077941132,EXETER,50.7184120000001,-3.53389899999991,3
Cronstadt,59.9939156370316,29.7714865185547,Granton Harbour,55.9840543311144,-3.22823169311514,3
Abo,60.4528020408486,22.2514641693117,IRVINE,55.618333779517,-4.65659498413083,2
Pascagoula,30.3659447374599,-88.5565278197888,Stockton-on-Tees,54.5704551000001,-1.32898209999991,2
Umea,63.8253913595555,20.2604183386227,Tilbury Docks,51.454605122463,0.346938878173947,2
Pascagoula,30.3659447374599,-88.5565278197888,SOUTHAMPTON,50.9097004,-1.40435090000005,2
Wyborg,60.7132675840768,28.7476258831691,WISBEACH,52.222770887595,0.2564362275237,2
Pensacola,30.4172348803734,-87.2103635449219,SWANSEA,51.62144,-3.94364599999994,2
Bay Verte,46.0149,-64.103,Lynn (King's Lynn),52.7516798,0.402296300000103,2
Montreal,45.5129959517878,-73.5553766455077,WORKINGTON,54.643569,-3.54275200000001,2
York,53.9599651,-1.08729790000007,Deptford,51.478,-0.0265,2
Montreal,45.5129959517878,-73.5553766455077,WIGTOWN,54.8676447222298,-4.44449749206541,2
Quebec City,46.8198570676248,-71.200611493121,Hartlepool,54.6917449999999,-1.21292600000004,2
Pensacola,30.4172348803734,-87.2103635449219,TRURO,50.2631950000001,-5.05104099999994,2
Bayonne,43.49295,-1.47484,NEWRY,54.1483756060001,-6.32235385399997,2
Weymouth,50.6144279,-2.45762099999996,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,2
Apalachicola,29.7254924870406,-84.9870314576721,CORK,51.9014959520001,-8.44685895399994,2
Bay Verte,46.0149,-64.103,EXETER,50.7184120000001,-3.53389899999991,2
Pauillac,45.1991804389957,-0.749173322753847,CARDIFF,51.4815810000001,-3.17908999999992,2
Apalachicola,29.7254924870406,-84.9870314576721,MONTROSE,56.7213304436428,-2.46576667724605,2
Abo,60.4528020408486,22.2514641693117,WISBECH,52.666317,0.158797000000163,2
Morlaix,48.5780381812011,-3.82806827514645,Tilbury Docks,51.454605122463,0.346938878173947,2
Abo,60.4528020408486,22.2514641693117,WOODBRIDGE,52.095481,1.31257099999993,2
Wyborg,60.7132675840768,28.7476258831691,Lerwick,60.155,-1.145,2
Moss,59.459167,10.700833,ALLOA,56.1163031824617,-3.79518671321335,2
Arcachon,44.6612922535177,-1.16703658203118,GREENOCK,55.9505077629267,-4.75971798437838,2
Umea,63.8253913595555,20.2604183386227,Stockton-on-Tees,54.5704551000001,-1.32898209999991,2
Wyborg,60.7132675840768,28.7476258831691,HULL,53.7456708999999,-0.336741299999971,2
Soderhamn,61.3020539997905,17.0512700317383,YARMOUTH,50.7066653578368,-1.50013614288336,2
Antwerp,51.2233758643843,4.39700335449226,NEWPORT,51.584151,-2.99766399999993,2
Pensacola,30.4172348803734,-87.2103635449219,Hartlepool,54.6917449999999,-1.21292600000004,2
Oscarshamn,57.2700755313257,16.4433368359375,Hartlepool,54.6917449999999,-1.21292600000004,2
Pascagoula,30.3659447374599,-88.5565278197888,TRURO,50.2631950000001,-5.05104099999994,2
Quebec City,46.8198570676248,-71.200611493121,GALWAY,53.269014434,-9.04777257699993,2
Fredrikstad,59.2139821431688,10.9357039213349,BRIDGWATER,51.1326558933295,-3.00590651324461,2
Parrsborough,45.4062819905122,-64.3258341693115,NEWPORT,51.584151,-2.99766399999993,2
Oscarshamn,57.2700755313257,16.4433368359375,STIRLING,56.1173485571869,-3.93919047158875,2
Ostend,51.226,2.906,LIVERPOOL,53.4083714,-2.99157259999998,2
Parrsborough,45.4062819905122,-64.3258341693115,Runcorn,53.3420780000001,-2.72967299999999,2
Pascagoula,30.3659447374599,-88.5565278197888,TROON,55.5444127055824,-4.67361271972649,2
Pascagoula,30.3659447374599,-88.5565278197888,Barrow-in-Furness,54.1089670000001,-3.21889399999998,2
Fredrikstad,59.2139821431688,10.9357039213349,BEAUMARIS,53.2658650000001,-4.09199000000001,2
Pataholm,56.55,16.25,DUNDEE,56.4612028818325,-2.96765932817017,2
Apalachicola,29.7254924870406,-84.9870314576721,LimerickL,52.660797938,-8.63965508699994,2
Pascagoula,30.3659447374599,-88.5565278197888,INVERNESS,57.4827277738256,-4.22737025390621,2
Bay Verte,46.0149,-64.103,Stockton-on-Tees,54.5704551000001,-1.32898209999991,2
Amsterdam,52.369690469728,4.91062658203126,GREENOCK,55.9505077629267,-4.75971798437838,2
Bay Verte,46.0149,-64.103,SLIGO,54.277488562,-8.48034919799994,2
Bay Verte,46.0149,-64.103,RUNCORN,53.3420780000001,-2.72967299999999,2
Uleaborg,65.0115283017847,25.4736063917974,TROON,55.5444127055824,-4.67361271972649,2
Pataholm,56.55,16.25,INVERNESS,57.4827277738256,-4.22737025390621,2
Antwerp,51.2233758643843,4.39700335449226,Lynn (King's Lynn),52.7516798,0.402296300000103,2
Uleaborg,65.0115283017847,25.4736063917974,Llanelli,51.680886,-4.16024800000002,2
Oscarshamn,57.2700755313257,16.4433368359375,MONTROSE,56.7213304436428,-2.46576667724605,2
York,53.9599651,-1.08729790000007,Stockton-on-Tees,54.5704551000001,-1.32898209999991,2
Oxelosund,58.6698050833407,17.102566556179,DUNDEE,56.4612028818325,-2.96765932817017,2
Wyborg,60.7132675840768,28.7476258831691,NEWRY,54.1483756060001,-6.32235385399997,2
Bayonne,43.49295,-1.47484,Borrowstounness (Bo'Ness),56.0191848626102,-3.60281840209956,2
Pataholm,56.55,16.25,LONDON,51.5073509000001,-0.127758299999982,2
Oxelosund,58.6698050833407,17.102566556179,NEWPORT,51.584151,-2.99766399999993,2
Alfredsham,63.2674246169009,18.7003862380982,DUNDEE,56.4612028818325,-2.96765932817017,2
Pataholm,56.55,16.25,POOLE,50.7150500000001,-1.98724800000002,2
Apalachicola,29.7254924870406,-84.9870314576721,LONDONDERRY,55.0114105220001,-7.30041944099997,2
Abo,60.4528020408486,22.2514641693117,YARMOUTH,50.7066653578368,-1.50013614288336,2
Morlaix,48.5780381812011,-3.82806827514645,Llanelli,51.680886,-4.16024800000002,2
Vannes,47.6581346492864,-2.75984999999963,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,2
Pensacola,30.4172348803734,-87.2103635449219,GRANGEMOUTH,56.0086943296901,-3.71710520629876,2
Moulmein,16.4918180331966,97.6253883386231,GRIMSBY,53.5674710000001,-0.0807839999998805,2
Pascagoula,30.3659447374599,-88.5565278197888,CORK,51.9014959520001,-8.44685895399994,2
Pensacola,30.4172348803734,-87.2103635449219,WOODBRIDGE,52.095481,1.31257099999993,2
Pauillac,45.1991804389957,-0.749173322753847,COWES,50.7627850000001,-1.30053299999997,2
Wyborg,60.7132675840768,28.7476258831691,MIDDLESBROUGH,54.5742270000001,-1.23495600000001,2
Yarmouth,50.7066653578368,-1.50013614288336,DUNDEE,56.4612028818325,-2.96765932817017,2
Bay Verte,46.0149,-64.103,Deptford,51.478,-0.0265,2
Pataholm,56.55,16.25,Stockton-on-Tees,54.5704551000001,-1.32898209999991,2
Moss,59.459167,10.700833,LimerickL,52.660797938,-8.63965508699994,2
Ahus,55.9265196846947,14.3018800000001,Tyne Ports,55.0179189721861,-1.42556335449211,2
Pensacola,30.4172348803734,-87.2103635449219,GLOUCESTER,51.8642449,-2.23815599999989,2
Moss,59.459167,10.700833,MONTROSE,56.7213304436428,-2.46576667724605,2
Parrsborough,45.4062819905122,-64.3258341693115,GREENOCK,55.9505077629267,-4.75971798437838,2
Aasgaardstrand,59.3515928948458,10.4434929153443,Lynn (King's Lynn),52.7516798,0.402296300000103,2
West Bay,43.5189541472487,-65.6168080241503,DUBLIN,53.346388727,-6.21662037199997,2
Arcachon,44.6612922535177,-1.16703658203118,Berwick-upon-Tweed,55.7702420000001,-2.00539499999996,2
Pauillac,45.1991804389957,-0.749173322753847,Lynn (King's Lynn),52.7516798,0.402296300000103,2
Pauillac,45.1991804389957,-0.749173322753847,TILBURY DOCKS,51.454605122463,0.346938878173947,2
Umea,63.8253913595555,20.2604183386227,GREENOCK,55.9505077629267,-4.75971798437838,2
Pernau,58.386,24.497,BELFAST,54.613523371,-5.90696169099994,2
Narva,59.3746677001451,28.204279206543,Deptford,51.478,-0.0265,2
Arendal,58.4701420246829,8.7584524351543,MIDDLESBROUGH,54.5742270000001,-1.23495600000001,2
Newport News,36.9667,-76.4167,WICK,58.4430600485415,-3.09285166137693,2
Port Royal,32.3741817929819,-80.6924161419089,GRIMSBY,53.5674710000001,-0.0807839999998805,2
Nordmaling,63.5705218590195,19.4984000634764,BRISTOL,51.4545130000001,-2.58790999999997,2
Nordmaling,63.5705218590195,19.4984000634764,Cliffe,51.4619,0.4975,2
Nordmaling,63.5705218590195,19.4984000634764,FOWEY,50.3349900000001,-4.63652499999995,2
Newport,51.584151,-2.99766399999993,LIVERPOOL,53.4083714,-2.99157259999998,2
Port Launay,48.2167586077636,-4.06705623809807,SWANSEA,51.62144,-3.94364599999994,2
Port Launay,48.2167586077636,-4.06705623809807,POOLE,50.7150500000001,-1.98724800000002,2
Soderhamn,61.3020539997905,17.0512700317383,WORKINGTON,54.643569,-3.54275200000001,2
Newport News,36.9667,-76.4167,GRIMSBY,53.5674710000001,-0.0807839999998805,2
Pont l'Abbe,47.8669475215717,-4.22393999999999,SWANSEA,51.62144,-3.94364599999994,2
Narva,59.3746677001451,28.204279206543,NEWPORT,51.584151,-2.99766399999993,2
Poole,50.7150500000001,-1.98724800000002,BRISTOL,51.4545130000001,-2.58790999999997,2
Baltimore,39.2909022702315,-76.6096033227539,MONTROSE,56.7213304436428,-2.46576667724605,2
Poole,50.7150500000001,-1.98724800000002,DUNDEE,56.4612028818325,-2.96765932817017,2
Porsgrund,59.1429922168333,9.65712996826176,Barrow-in-Furness,54.1089670000001,-3.21889399999998,2
Porsgrund,59.1429922168333,9.65712996826176,BRIDPORT,50.7335769,-2.7583009999999,2
Villagarcia,42.5919624599263,-8.76473999999991,Lynn (King's Lynn),52.7516798,0.402296300000103,2
Asbacka,61.2829913625468,17.1488198280335,Tyne Ports,55.0179189721861,-1.42556335449211,2
Attu,60.178,22.336,EXETER,50.7184120000001,-3.53389899999991,2
Newport News,36.9667,-76.4167,Deptford,51.478,-0.0265,2
Port Royal,32.3741817929819,-80.6924161419089,LONDON,51.5073509000001,-0.127758299999982,2
